PMID,Title,Abstract,ISSN,Journal,Location,Year,FirstAuthorForename,FirstAuthorLastname,FirstAuthorInitials,FirstAuthorAffiliation,Relevant
35128888,[Effectiveness of health education interventions targeting taeniasis and cysticercosis among primary school students in disease-elimination pilot areas of Henan Province].,"To compare the changes of knowledge, attitude and practice (KAP) related to taeniasis and cysticercosis among primary school students before and after health education interventions in disease-elimination pilot areas of Henan Province, so as to evaluate the effectiveness of health education interventions.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(33) 583-589,2021,Y,Deng,Y,"Henan Provincial Center for Disease Control and Prevention, Zhengzhou, Henan 450016, China.",False
35128894,[Epidemiological features and diagnosis of malaria cases in Nantong City from 2015 to 2020].,"To investigate the epidemiological characteristics and diagnosis of malaria cases in Nantong City from 2015 to 2020, so as to provide insights into the prevention of re-establishment of imported malaria and consolidation of malaria elimination achievements in the city.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(33) 626-628,2021,C Q,Cao,CQ,"Nantong Municipal Center for Disease Control and Prevention, Nantong, Jiangsu 226006, China.",False
35128893,[Epidemiology of echinococcosis in Serthar County of Sichuan Province in 2019].,"To investigate the epidemiology of echinococcosis in Serthar County, Sichuan Province, so as to provide insights into optimization of echinococcosis control measures.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(33) 623-625,2021,W J,Yu,WJ,"Sichuan Provincial Center for Disease Control and Prevention, Chengdu, Sichuang 610041, China.",False
35128891,[Epidemiological characteristics of imported malaria in Zhengzhou City from 2016 to 2020].,"To analyze the epidemiological characteristics of reported imported malaria cases in Zhengzhou City from 2016 to 2020, so as to provide insights into the management of imported malaria in the city.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(33) 606-614,2021,L H,Gao,LH,"Zhengzhou Municipal Center for Disease Control and Prevention, Zhengzhou, Henan 450007, China.",False
35128892,[Expression of hypoxia-inducible factor-1 in mice infected with ,To investigate the expression and possible role of hypoxia-inducible factor-1 (HIF-1) at the maternal-fetal interface following ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(33) 615-622,2021,Y L,Zeng,YL,"Department of Parasitology, School of Basic Medical Sciences, Guangxi Medical University, Nanning, Guangxi 530021, China.",False
35128897,[Prevalence of ,To investigate the prevalence of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(33) 636-638,2021,D S,Tong,DS,"Key Laboratory of National Health and Family Planning Commission on Parasitic Disease Control and Prevention, Jiangsu Provincial Key Laboratory on Parasite and Vector Control Technology, Jiangsu Institute of Parasitic Diseases, Wuxi, Jiangsu 214064, China.",False
35128898,[Impact of ,To evaluate the impact of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(33) 639-642,2021,L F,Wu,LF,"Department of Laboratory Medicine, The First People's Hospital of Linping District, Hangzohu City, Hangzhou, Zhejiang 311100, China.",False
35128901,[Progress of researches on serine protease inhibitors for zoonotic cestode family Taeniidae].,"Serine protease inhibitor, a protein superfamily that inhibits the serine protease activity, protects hosts from parasitic infections. This review describes the spatial structure and classification of serine protease inhibitor, mechanisms underlying the interplay between serine protease inhibitor and host immune responses and current advances in serine protease inhibitor of zoonotic cestode family Taeniidae, so as to provide insights into the diagnosis of zoonotic tapeworm infections, discovery of therapeutic targets and screening of vaccine candidates.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(33) 650-654,2021,W Y,Song,WY,"College of Animal Science and Technology, Inner Mongolia University for Nationalities, Tongliao, Inner Mongolia 028000, China.",False
35128902,[Progress of researches on roles of dendritic cells in immune tolerance caused by ,"Dendritic cells (DCs), a type of antigen-presenting cells (APC), are recognized as an important regulator of immune response and immune tolerance, and play a critical role in the host innate immunity and adaptive immunity. Previous studies have shown that the long-term parasization of ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(33) 655-659,2021,W D,Li,WD,"Department of Hepatopancreatobiliary Surgery, the Affiliated Hospital of Qinghai University, Xining, Qinghai 810001, China.",False
35266353,[Prevalence of ,To understand the real prevalence of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 16-27,2021,S M,Dai,SM,"Shanghai Municipal Center for Disease Control and Prevention, Shanghai 200025, China.",False
35266354,[Analysis of lactate dehydrogenase gene polymorphisms and prediction of B cell epitopes in four human ,To analyze the polymorphism of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 28-35,2022,H R,Huang,HR,"Department of Basic Medical Sciences, Clinical College of Anhui Medical University, Hefei, Anhui 230031, China.",False
35266355,[Evaluation of efficiency of different anti-cysticercus antibody test kits for serodiagnosis of cysticercosis].,"To evaluate the diagnostic efficiency of four anti-cysticercus IgG, IgG4 or IgM antibody test kits (enzyme-linked immunosorbent assay, ELISA) by different manufacturers, so as to provide insights into the epidemiological investigation and clinical detection of cysticercosis.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 36-40,2022,Y L,Zhang,YL,"Henan Center for Disease Control and Prevention, Zhengzhou, Henan 450016, China.",False
35266356,[Preliminary study on differentially expressed proteins in a mouse model of secondary cystic echinococcosis based on data independent acquisition proteomics].,"To identify the differentially expressed proteins in different liver tissues in the mouse model of cystic echinococcosis (CE), so as to provide insights into the research and development of therapeutic drugs targeting CE.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 41-51,2022,S,Han,S,"Qinghai University School of Medicine, Xining, Qinghai 810001, China.",False
35266357,[Preliminary study on differentially expressed proteins in a mouse model of secondary alveolar echinococcosis based on data independent acquisition proteomics].,"To identify the differentially expressed proteins in different liver tissues in the mouse model of alveolar echinococcosis using high-resolution mass spectrometry with data independent acquisition (DIA), and to identify the key proteins contributing to the pathogenesis of alveolar echinococcosis.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 52-58,2022,X M,Si,XM,"Qinghai University School of Medicine, Xining, Qinghai 810001, China.",False
35266358,[Morphological and molecular identification of trematode isloates from laying ducks in Nanchang City].,To identify the species of trematodes isolated from laying ducks in Nanchang City using morphological and molecular approaches.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 59-65,2022,P,Wang,P,"College of Animal Science and Technology, Jiangxi Agricultural University, Nanchang, Jiangxi 330045, China.",False
35266359,[Epidemiological characteristics of imported ,To analyze the epidemiological characteristics of imported cases with ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 66-71,2021,W M,Wang,WM,"Key Laboratory of National Health Commission on Parasitic Disease Control and Prevention, Jiangsu Provincial Key Laboratory of Parasite Molecular Biology, Jiangsu Institute of Parasitic Diseases, Wuxi, Jiangsu 214064, China.",False
35266361,[Effects of praziquantel isomers on the proliferation and activation of the LX-2 human hepatic stellate cell line].,To compare the effects of levo-praziquantel (L-PZQ) and dextro-praziquantel (D-PZQ) on the proliferation and activation of the human hepatic stellate cell line LX-2 ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 75-80,2022,X,Yuan,X,"Key Laboratory of National Health Commission on Parasitic Disease Control and Prevention; Jiangsu Provincial Key Laboratory on Parasite and Vector Control Technology; Jiangsu Institute of Parasitic Diseases, Wuxi, Jiangsu 214064, China.",False
35266362,[Performance of loop-mediated isothermal amplification (LAMP) assay for detection of ,To compare the effectiveness of loop-mediated isothermal amplification (LAMP) assay and microscopic examinations for detection of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 81-84,2021,F,Chen,F,"Dali Bai Autonomous Prefecture Institute of Schistosomiasis Control, Dali, Yunnan 671000, China.",False
35266363,[Effects of nitroquine on the development of ,To investigate the effects of nitroquine on the development of different stages of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 85-88,2022,N,Tan,N,"Department of Pathogenic Biology, School of Basic Medical Sciences, Army Medical University, Chongqing 400038, China.",False
35266364,[Surveillance of human soil-transmitted nematodiasis in Jurong City from 2016 to 2020].,"To investigate the prevalence of soil-transmitted nematode human infections in Jurong City from 2016 to 2020, so as to provide the scientific evidence for formulating the control strategy.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 89-91,2021,Q H,Zhao,QH,"Jurong Center for Disease Control and Prevention, Jurong, Jiangsu 212400, China.",False
35266365,[Surveillance of soil-borne nematodiasis in Yancheng City from 2016 to 2020].,"To understand the prevalence of soil-transmitted nematode infections in Yancheng City from 2016 to 2020, so as to provide insights into the development of the scheme for further soil-transmitted nematodiasis surveillance.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 92-94,2021,B C,Sun,BC,"Yancheng Municipal Center for Disease Control and Prevention, Yancheng, Jiangsu 224000, China.",False
35266366,[Progress of researches on approaches for estimating the burden of vector-borne diseases].,"The burden of vector-borne diseases refers to the loss and impact of healthy life and social economy due to disability and early death caused by vector-borne diseases, including economic burden and family burden. Disability-adjusted life year (DALY) is a comprehensive measure of the burden of disease. The economic burden of disease is classified into direct economic burden, indirect economic burden and intangible economic burden. Currently, the estimates of direct economic burdens include micro-cost and macro-cost models, and the estimates of indirecteconomic burdens include human resources and friction cost methods, while the intangible economic burden is generally estimated by willingness to pay. The currently available health economics approaches mainly include cost-utility analysis, cost-benefit analysis and cost-effectiveness analysis. This review summarizes the approaches for estimating the burden of malaria and other vector-borne diseases.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 95-101,2021,Q,Li,Q,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), NHC Key Laboratory of Parasite and Vector Biology, WHO Collaborating Centre for Tropical Diseases, National Center for International Research on Tropical Diseases, Shanghai 200025, China.",False
35266367,[Progress of researches on anti-infective properties of epigallocatechin-3-gallate].,"(-)-epigallocatechin-3-O-gallate (EGCG) is the most abundant polyphenol in green tea, which has shown anti-oxidant, anti-inflammatory, anti-thrombotic, anti-radiation, anti-mutant, anti-cancer and anti-fibrotic actions, and has shown improvements of diabetes, obesity, asthma, cancer, cardiovascular diseases and central nervous system disorders. In addition, EGCG is reported to enhance the human immunity. Recently, EGCG has been found to play a vital role in infectious diseases caused by pathogenic microorganisms, including bacteria, fungi, viruses and parasites. The review summarizes the progress of researches on anti-infective properties of EGCG, so as to elucidate the potential role of EGCG in the prevention and treatment of infectious diseases.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 102-108,2021,W Q,Du,WQ,"Department of Medical Laboratory, the 11th Clinical Medical College, Shanxi Medical University, Lüliang, Shanxi 033000, China.",False
35537829,[Surveillance and response: The core intervention for malaria control during the post-elimination phase in China].,"China was certified malaria-free by the WHO on June, 2021. Nevertheless, there are thousands of overseas imported malaria cases annually in China, and there are deaths of imported malaria cases reported every year in the country. In addition, there are secondary cases of imported malaria, and malaria vectors remain in regions where malaria were formerly endemic, resulting in a high risk of local transmission of imported malaria in eliminated regions in China. This article analyzes the risk of malaria control and the challenges of malaria surveillance and response during the post-elimination stage in China, and proposes some suggestions for future priorities.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 112-114,2022,S,Zhou,S,"Division of Infectious Diseases, Chinese Center for Diseases Control and Prevention, Beijing 102206, China.",False
35537828,[Harder maintained than achieved: Challenges of maintaining malaria-free in China].,"On June 2021, China was certified malaria-free by WHO. However, the global number and death of malaria cases have recently increased, and the malaria vectors will continue to inhabit in China, resulting in a high difficulty in consolidation of malaria elimination achievements. Hereby, we analyze the current challenges and propose the future priority of the national malaria control program in China, in order to provide insights into prevention of re-establishment of imported malaria in the country.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 109-111,2022,G D,Zhu,GD,"National Health Commission Key Laboratory of Parasitic Disease Control and Prevention, Jiangsu Provincial Key Laboratory on Parasite and Vector Control Technology, Jiangsu Institute of Parasitic Diseases, Wuxi, Jiangsu 214064, China.",False
35537830,[Challenges of maintaining malaria elimination in China: Cross-border malaria].,"China was certificated malaria-free by WHO in 2021 and has continued to maintain malaria elimination. However, there are still huge challenges in malaria control in the border regions between Yunnan Province, China and Myanmar due to lack of geographic barriers and frequent cross-border travel. Hereby, we review the direction contributions of the Global Fund Malaria Program implemented by Health Poverty Action (HPA), an international non-governmental organization (NGO), to malaria elimination in China, and analyze the challenges of malaria control caused by external environmental factors, such as COVID-19, in regions where the Global Fund Malaria Program is implemented. In addition, some suggestions are proposed for cross-border collaboration on malaria control.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 115-116,2022,S H,Zhang,SH,"The Health Poverty Action (HPA) Yunnan Office, Kunming, Yunnan 650224, China.",False
35537831,[Sustainable and precise ,"Malaria caused a heavy disease, economic and social burdens in China. Following 70-year concerted efforts, China has been awarded a malaria-free certification by the WHO on June 2021. This paper summarizes the control strategies of ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 117-119,2022,Q Y,Liu,QY,"National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Beijing 102206, China.",False
35537832,[Sustainable development roadmap of Chinese antimalarial products].,"As the first country that has been certified malaria-free in the WHO Western Pacific Region for more than 3 decades, China should share its successful experiences of malaria control and provide globally recognized anti-malaria products by making full uses of its advantages in provision and production capacity of artemisinin raw materials, to fill the gaps of international demands for mosquito nets, rapid diagnostic reagents and antimalarial compounds. Increasing the investment of research and development of antimalarial products, building overseas bases for artemisinin raw material production, establishing international regulatory authority and promoting the local production of antimalarial products are needed to further promote the internationalization of Chinese antimalarial products, so as to achieve the equity and accessibility of Chinese antimalarial products in highburden regions for malaria.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 120-121,2022,Y M,Huang,YM,"Department of Global Health, School of Public Health, Peking University, Beijing 100191, China.",False
35537834,[Whole transcriptome analysis and critical gene regulatory network analysis during ,To investigate long non-coding RNA (lncRNA)-microRNA (miRNA)-messenger RNA (mRNA) interactions and identify the critical gene regulatory network during ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 128-140,2022,L,Qu,L,"School of Basic Medical Sciences, Binzhou Medical University, Yantai, Shandong 264003, China.",False
35537836,[Effects of ,To examine the effects of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 149-157,2022,R,Zhang,R,"Experimental Teaching Center of Basic Medicine, School of Basic Medical Sciences, Nanjing Medical University, Nanjing, Jiangsu 211166, China.",False
35537838,[Construction of a risk assessment indicator system for re-establishment of imported malaria].,To create a risk assessment indicator system for re-establishment of imported malaria.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 163-171,2022,Z Y,Lan,ZY,"Guizhou Provincial Center for Disease Control and Prevention, Guiyang, Guizhou 550004, China.",False
35537837,[Effect of ,To investigate the protective effect of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 158-162,2022,H Y,Gao,HY,"Anhui Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu, Anhui 233000, China.",False
35537839,[Time to initial diagnosis of imported malaria and its influencing factors in Jiangsu Province].,"To investigate the health-seeking behaviors of imported malaria cases after returning to China, and to investigate the factors affecting the time to initial diagnosis, so as to provide the scientific evidence for early identification of imported malaria cases and prevention of severe cases development and secondary transmission.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 172-178,2022,G Y,Lu,GY,"School of Public Health, Medical College of Yangzhou University, Yangzhou University, Yangzhou, Jiangsu 225007, China.",False
35537840,[Scanning electron microscopic observation of the external morphology of ,To investigate the morphological characteristics of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 179-182,2022,X D,Zhan,XD,"Department of Medical Parasitology, Wannan Medical College, Wuhu, Anhui 241002, China.",False
35537842,[Reconstruction of teaching mode of ,"To set the cultivation goal with adaptation to rural order-oriented medical students, the teaching mode of ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 187-190,2022,D P,Cao,DP,"Department of Human Parasitology, College of Basic Medical Sciences, Guilin Medical University, Guilin, Guangxi 541199, China.",False
35537841,[Molecular epidemiological investigation on ,To investigate the prevalence and genetic variation of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 183-186,2022,H,Li,H,"Xiangxi Vocational and Technical College, Jishou, Hunan 416000, China.",False
35537843,[Epidemic status of imported malaria before and after malaria elimination in Jiaozuo City of Henan Province].,"To analyze and compare the epidemiological characteristics of imported malaria in Jiaozuo City before and after malaria elimination, so as to provide insights into the malaria surveillance during the post-elimination stage and prevention of re-establishment of imported malaria.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 191-193,2022,W X,Ran,WX,"Jiaozuo Municipal Center for Disease Control and Prevention, Jiaozuo, Henan 454001, China.",False
35537845,[Epidemic process and influencing factors of hemorrhagic fever with renal syndrome: a review].,"Hemorrhagic fever with renal syndrome (HFRS) is a category B infectious disease caused by hantaviruses that cause acute kidney injury and has a high mortality rate, and HFRS control has been given a high priority in China. It has been found that hantavirus types are closely associated with selective host transformation and regional adaption, and continue to evolve in the form of gene recombination. The severity of HFRS varies in hantavirus types. In addition, global environmental changes and alteration of host animal behaviors accelerate Hantavirus genome variations, and large-scale land reclamation and infrastructure building increases the likelihood of human contacts with hosts and disease-transmitting vectors, thereby increasing the risk of HFRS development. This review summarizes the main characteristics and influencing factors pertaining to the epidemic process of HFRS, so as to provide insights into effective prevention and control of this infectious disease.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 200-203,2021,N,Wang,N,"School of Public Health, Dali University, Dali, Yunnan 671000, China.",False
35537846,[Role of the ES-62 protein derived from ,"ES-62 is a phosphorylcholine-containing, 62 kDa glycoprotein derived from the excretory-secretory product of ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 204-211,2021,Q,Hu,Q,"Anhui Provincial Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu, Anhui 233030, China.",False
35537847,[,The report presents a case with ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 212-213,2021,L D,Lu,LD,"Guizhou Provincial Center for Disease Control and Prevention, Guiyang, Guizhou 550004, China.",False
35537848,[Cystic echinococcosis of the waist and hip: a case report].,"A patient with cystic echinococcosis was presented with primary lesions in the waist and hip. The case was misdiagnosed as subcutaneous abscess at initial diagnosis, and then definitively diagnosed as echinococcosis by means of imaging examinations and anti-",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 214-216,2021,R,Chen,R,"Department of Hepatopancreatobiliary Surgery, The Affiliated Hospital of Qinghai University; Qinghai Provincial Key Laboratory for Echinococcosis, Xining, Qinghai 810001, China.",False
35896487,[Prediction of trends for fine-scale spread of ,To predict the trends for fine-scale spread of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 241-251,2022,Y F,Gong,YF,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), National Health Commission Key Laboratory of Parasite and Vector Biology, WHO Collaborating Centre for Tropical Diseases, National Center for International Research on Tropical Diseases, Shanghai 200025, China.",False
35896488,[Spatio-temporal distribution characteristics of ,To analyze the spatial-temporal distribution characteristics of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 252-258,2022,C,Wang,C,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), WHO Collaborating Centre for Tropical Diseases, National Center for International Research on Tropical Diseases, National Health Commission Key Laboratory of Parasite and Vector Biology, Shanghai 200025, China.",False
35896489,[Soluble egg antigen of ,To investigate the dynamic changes of macrophage numbers and apoptosis during ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 259-268,2022,G,Yin,G,"Department of Pathogenic Biology, Nanjing Medical University, Nanjing, Jiangsu 211166, China.",False
35896492,[Eukaryotic expression and antigen epitope prediction of the LRRC15 protein in excretory secretory antigens of ,"To conduct eukaryotic expression of the leucine-rich repeat containing 15 (LRRC15), a differentially expressed protein in excretory secretory antigens of ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 286-291,2022,L Z,Li,LZ,"Department of Parasitology, Zunyi Medical University, Zunyi, Guizhou 563000, China.",False
35896491,[Study on mechanisms of Th17/Treg imbalance in patients with cystic echinococcosis based on miRNA expression profiles].,"To investigate the serum microRNA (miRNA) expression and examine the impact of miRNA expression profiles on T helper type 17 (Th17)/regulatory T cells (Treg) imbalance among patients with cystic echinococcosis, so as to provide insights into the illustration of the mechanisms underlying chronic ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 277-285,2022,D,Lu,D,"School of Basic Medical Sciences, Nanjing Medical University, Nanjing, Jiangsu 211166, China.",False
35896493,[Analysis of the equity of health human resource allocation for echinococcosis control based on Gini index].,"To analyze the current status and evaluate the equity of health human resource allocation for echinococcosis control in Ganzi Tibetan Autonomous Prefecture, Sichuan Province, so as to provide the empirical evidence for optimizing the health human resource allocation for echinococcosis control.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 292-299,2022,J,Xiao,J,"Chengdu University of Traditional Chinese Medicine, Chengdu, Sichuan 611137, China.",False
35896494,[Diagnostic efficacy of indirect haemagglutination assay for detection of ,To evaluate the diagnostic efficacy of indirect haemagglutination assay (IHA) for detection of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 300-306,2022,Z Q,Mei,ZQ,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), National Health Commission Key Laboratory of Parasite and Vector Biology, WHO Collaborating Centre for Tropical Diseases, National Center for International Research on Tropical Diseases, Shanghai 200025, China.",False
35896496,[Clinical characteristics of biliary obstruction patients with ,To analyze the clinical characteristics of biliary obstruction patients with ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 311-314,2022,W J,Fang,WJ,"Department of Microbiology and Immunology, Shanghai University of Medicine & Health Sciences, Shanghai 201318, China.",False
35896497,[Cystic echinococcosis of the abdominal wall: a case report].,"Cystic echinococcosis of the abdominal wall is relatively rare. Here, a 54-year-old patient with cystic echinococcosis of the abdominal wall was reported, who was admitted to hospital due to presence of abdominal mass for one year complicated by skin ulceration of the mass for 5 days. The case was initially diagnosed as cystic echinococcosis of the abdominal wall and given sub-abdominal echinococcosis cystectomy. Post-surgical pathological examinations revealed cystic echinococcosis (type of a single locule and multiple daughter cysts). This case report aimed to provide insights into the clinical diagnosis and treatment of cystic echinococcosis of the abdominal wall.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 315-317,2021,Z J,Xu,ZJ,"Graduate School of Qinghai University, Xining, Qinghai 810001, China.",False
35896499,[Relationship and coordination between water pollution control and mosquito breeding].,"Change of water environment is strongly associated with mosquito breeding. Because of long-term effectiveness, low cost and high environmental compatibility, ecological pollution control systems have been widely used in water pollution control projects. However, the potential effects of mosquito breeding are likely to cause expansion of mosquito populations and an increase in the risk of transmission of vector-borne diseases, which may become an urgent problem to be solved during the water environment ""post-remediation"" period. This review summarizes the physical, chemical and biological factors affecting mosquito breeding caused by water environment changes and analyzes the effects of water pollution control approaches on mosquito breeding and the underlying mechanisms, so as to promote the interdisciplinary connections between water pollution control and vector control, and avoid secondary disasters caused by ecological environment restoration, such as mosquito infestation. This review may provide insights into the use of technology combinations and water pollution control approaches in vector control.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 322-328,2022,X R,Li,XR,"School of Ecological and Environmental Sciences, East China Normal University; Shanghai Key Laboratory of Urbanization and Ecological Restoration; Institute of Eco-Chongming, East China Normal University, Shanghai 200241, China.",False
36116923,[Measurement of morphological features of ,To investigate the morphological variation of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 341-351,2022,J,Song,J,"School of Public Health, Dali University, Dali, Yunnan 671000, China.",False
36116925,[Effect of ,To investigate the effect of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 361-369,2022,C,Wang,C,"Department of Health Inspection and Quarantine, Anhui Medical University, Hefei, Anhui 230032, China.",False
36116927,[Preparation and characterization of a recombinant poly-epitopic vaccine EgG1Y162-2 (4) against cystic echinococcosis based on the linker GSGGSG].,To perform prokaryotic expression and preliminary characterization of the recombinant poly-epitope vaccine EgG1Y162-2 (4) against cystic echinococcosis.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 378-382,2022,J,Zheng,J,"Department of Immunology, School of Basic Medicine, Xinjiang Medical University, Urumqi, Xinjiang 830054, China.",False
36116926,[Prevalence and risk factors of ,To investigate the epidemiological characteristics and identify the risk factors of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 370-377,2022,H H,Chen,HH,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), National Health Commission Key Laboratory of Parasite and Vector Biology, WHO Collaborating Centre for Tropical Diseases, National Center for International Research on Tropical Diseases, Ministry of Science and Technology, School of Global Health, Chinese Center for Tropical Diseases and Shanghai Jiaotong University School of Medicine, Shanghai 200025, China.",False
36116928,[Evaluation of the effectiveness of malaria control health education among overseas enterprise employees].,"To evaluate the effectiveness of health education on knowledge, attitude and practice (KAP) relating to malaria control among overseas enterprise employees.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 383-391,2022,Y Q,Du,YQ,"School of Public Health, Fudan University, National Health Commission Key Laboratory of Health Technology Assessment, Shanghai 200032, China.",False
36116929,[Distribution of mosquito species and associated viruses in Hami City of Xinjiang Uygur Autonomous Region from 2019 to 2020].,"To investigate the distribution of mosquito species and their associated viruses, and identify ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 392-395,2022,Z G,Gao,ZG,"Xinjiang Uygur Autonomous Region Center for Disease Control and Prevention, Urumqi, Xinjiang 830002, China.",False
